,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
48,12407.0,50,5,1708.1200000000001,3,4,4,344,11,💎 Loyal
49,12408.0,33,5,2888.55,4,4,5,445,13,🎖️ Champions
50,12409.0,79,3,11072.67,2,3,5,235,10,💎 Loyal
51,12410.0,309,2,693.3299999999999,1,2,3,123,6,🙂 Potential
52,12412.0,75,3,1226.88,2,3,4,234,9,💎 Loyal
53,12413.0,67,3,758.1,3,3,3,333,9,💎 Loyal
54,12414.0,217,3,562.41,1,3,3,133,7,🙂 Potential
55,12415.0,24,21,124914.53,4,5,5,455,14,🎖️ Champions
56,12417.0,3,9,3649.1,5,5,5,555,15,🎖️ Champions
57,12418.0,113,1,668.58,2,1,3,213,6,🙂 Potential
58,12420.0,64,1,600.39,3,1,3,313,7,🙂 Potential
59,12421.0,16,4,807.04,4,4,3,443,11,💎 Loyal
60,12422.0,96,3,803.5600000000001,2,3,3,233,8,🙂 Potential
61,12423.0,1,8,1859.31,5,5,4,554,14,🎖️ Champions
62,12424.0,163,2,1760.96,2,2,4,224,8,🙂 Potential
63,12425.0,78,1,777.2,2,1,3,213,6,🙂 Potential
64,12426.0,195,1,582.73,1,1,3,113,5,⚠️ At Risk
65,12427.0,22,3,825.8,4,3,3,433,10,💎 Loyal
66,12428.0,26,9,7956.46,4,5,5,455,14,🎖️ Champions
67,12429.0,9,4,3750.4,5,4,5,545,14,🎖️ Champions
68,12430.0,43,1,256.4,3,1,2,312,6,🙂 Potential
69,12431.0,36,15,6487.45,3,5,5,355,13,🎖️ Champions
70,12432.0,43,5,5059.32,3,4,5,345,12,🎖️ Champions
71,12433.0,1,7,13375.87,5,5,5,555,15,🎖️ Champions
72,12434.0,85,2,806.14,2,2,3,223,7,🙂 Potential
73,12435.0,80,2,7829.89,2,2,5,225,9,💎 Loyal
74,12436.0,100,1,509.01,2,1,3,213,6,🙂 Potential
75,12437.0,2,18,4951.41,5,5,5,555,15,🎖️ Champions
76,12438.0,14,2,2906.85,4,2,5,425,11,💎 Loyal
77,12441.0,367,1,173.55,1,1,1,111,3,⚠️ At Risk
78,12442.0,3,1,172.06,5,1,1,511,7,🙂 Potential
79,12444.0,21,5,5005.46,4,4,5,445,13,🎖️ Champions
80,12445.0,22,1,133.4,4,1,1,411,6,🙂 Potential
81,12446.0,58,1,1002.3100000000001,3,1,4,314,8,🙂 Potential
82,12447.0,243,1,476.49,1,1,2,112,4,⚠️ At Risk
83,12448.0,44,1,449.45,3,1,2,312,6,🙂 Potential
84,12449.0,22,4,4067.29,4,4,5,445,13,🎖️ Champions
85,12450.0,156,2,197.88,2,2,1,221,5,⚠️ At Risk
86,12451.0,11,5,9035.52,5,4,5,545,14,🎖️ Champions
87,12452.0,17,2,430.57,4,2,2,422,8,🙂 Potential
88,12453.0,134,1,707.09,2,1,3,213,6,🙂 Potential
89,12454.0,56,1,3528.34,3,1,5,315,9,💎 Loyal
90,12455.0,73,6,2466.86,2,4,5,245,11,💎 Loyal
91,12456.0,44,3,3181.04,3,3,5,335,11,💎 Loyal
92,12457.0,66,7,2363.23,3,5,5,355,13,🎖️ Champions
93,12458.0,71,2,947.4,3,2,4,324,9,💎 Loyal
94,12461.0,94,2,826.88,2,2,3,223,7,🙂 Potential
95,12462.0,19,2,1189.59,4,2,4,424,10,💎 Loyal
96,12463.0,53,4,1344.78,3,4,4,344,11,💎 Loyal
97,12464.0,10,8,1212.05,5,5,4,554,14,🎖️ Champions
98,12465.0,17,2,742.1899999999999,4,2,3,423,9,💎 Loyal
99,12468.0,188,2,729.5400000000001,1,2,3,123,6,🙂 Potential
100,12471.0,2,30,19824.05,5,5,5,555,15,🎖️ Champions
101,12472.0,32,7,6572.11,4,5,5,455,14,🎖️ Champions
102,12473.0,29,5,3938.5499999999997,4,4,5,445,13,🎖️ Champions
103,12474.0,17,18,7375.79,4,5,5,455,14,🎖️ Champions
104,12475.0,54,1,723.38,3,1,3,313,7,🙂 Potential
105,12476.0,16,11,6816.42,4,5,5,455,14,🎖️ Champions
106,12477.0,23,6,13219.74,4,4,5,445,13,🎖️ Champions
107,12478.0,4,1,680.99,5,1,3,513,9,💎 Loyal
108,12479.0,11,1,527.2,5,1,3,513,9,💎 Loyal
109,12480.0,28,4,3281.63,4,4,5,445,13,🎖️ Champions
110,12481.0,23,10,5596.32,4,5,5,455,14,🎖️ Champions
111,12483.0,17,8,2484.98,4,5,5,455,14,🎖️ Champions
112,12484.0,33,6,4541.72,4,4,5,445,13,🎖️ Champions
113,12488.0,10,3,1298.66,5,3,4,534,12,🎖️ Champions
114,12489.0,336,1,334.93,1,1,2,112,4,⚠️ At Risk
115,12490.0,5,10,5417.93,5,5,5,555,15,🎖️ Champions
116,12491.0,39,1,460.40000000000003,3,1,2,312,6,🙂 Potential
117,12492.0,63,2,263.21000000000004,3,2,2,322,7,🙂 Potential
118,12493.0,166,2,433.74,2,2,2,222,6,🙂 Potential
119,12494.0,16,7,1246.1000000000001,4,5,4,454,13,🎖️ Champions
120,12497.0,82,1,1043.1,2,1,4,214,7,🙂 Potential
121,12498.0,21,3,403.70000000000005,4,3,2,432,9,💎 Loyal
122,12500.0,23,11,4257.82,4,5,5,455,14,🎖️ Champions
123,12501.0,337,1,2169.39,1,1,5,115,7,🙂 Potential
124,12502.0,96,5,3723.87,2,4,5,245,11,💎 Loyal
125,12504.0,18,2,482.04999999999995,4,2,2,422,8,🙂 Potential
126,12506.0,233,1,73.5,1,1,1,111,3,⚠️ At Risk
127,12507.0,134,3,1304.81,2,3,4,234,9,💎 Loyal
128,12508.0,26,2,398.27,4,2,2,422,8,🙂 Potential
129,12509.0,284,1,176.5,1,1,1,111,3,⚠️ At Risk
130,12510.0,143,2,982.5699999999999,2,2,4,224,8,🙂 Potential
131,12512.0,66,2,138.03,3,2,1,321,6,🙂 Potential
132,12513.0,113,1,612.29,2,1,3,213,6,🙂 Potential
133,12514.0,267,1,1017.68,1,1,4,114,6,🙂 Potential
134,12515.0,353,1,383.7,1,1,2,112,4,⚠️ At Risk
135,12516.0,78,2,1312.06,2,2,4,224,8,🙂 Potential
136,12517.0,28,5,2502.84,4,4,5,445,13,🎖️ Champions
137,12518.0,1,5,2056.89,5,4,4,544,13,🎖️ Champions
138,12519.0,64,1,340.84,3,1,2,312,6,🙂 Potential
139,12520.0,79,5,2634.26,2,4,5,245,11,💎 Loyal
140,12521.0,143,1,599.68,2,1,3,213,6,🙂 Potential
141,12522.0,39,2,192.72,3,2,1,321,6,🙂 Potential
142,12523.0,19,11,1789.77,4,5,4,454,13,🎖️ Champions
143,12524.0,9,8,4485.72,5,5,5,555,15,🎖️ Champions
144,12526.0,1,3,1316.66,5,3,4,534,12,🎖️ Champions
145,12527.0,82,3,348.71000000000004,2,3,2,232,7,🙂 Potential
146,12528.0,9,6,1933.48,5,5,4,554,14,🎖️ Champions
147,12530.0,60,4,1662.28,3,4,4,344,11,💎 Loyal
148,12531.0,15,1,125.22,4,1,1,411,6,🙂 Potential
149,12532.0,30,1,349.83000000000004,4,1,2,412,7,🙂 Potential
150,12534.0,131,1,1089.18,2,1,4,214,7,🙂 Potential
151,12535.0,92,2,716.35,2,2,3,223,7,🙂 Potential
152,12536.0,43,3,12601.830000000002,3,3,5,335,11,💎 Loyal
153,12538.0,29,1,363.95,4,1,2,412,7,🙂 Potential
154,12539.0,22,4,5568.35,4,4,5,445,13,🎖️ Champions
155,12540.0,20,17,13400.24,4,5,5,455,14,🎖️ Champions
156,12541.0,30,3,981.18,4,3,4,434,11,💎 Loyal
157,12544.0,36,1,372.7,3,1,2,312,6,🙂 Potential
158,12545.0,75,2,1000.39,2,2,4,224,8,🙂 Potential
159,12546.0,47,2,1161.5,3,2,4,324,9,💎 Loyal
160,12547.0,198,2,207.79999999999998,1,2,1,121,4,⚠️ At Risk
161,12548.0,166,1,95.19999999999999,2,1,1,211,4,⚠️ At Risk
162,12550.0,79,1,964.83,2,1,4,214,7,🙂 Potential
163,12551.0,358,1,168.0,1,1,1,111,3,⚠️ At Risk
164,12552.0,39,2,437.82,3,2,2,322,7,🙂 Potential
165,12553.0,8,10,3692.28,5,5,5,555,15,🎖️ Champions
166,12556.0,50,2,603.71,3,2,3,323,8,🙂 Potential
167,12557.0,16,5,11990.960000000001,4,4,5,445,13,🎖️ Champions
168,12558.0,8,1,269.96,5,1,2,512,8,🙂 Potential
169,12559.0,311,2,561.71,1,2,3,123,6,🙂 Potential
170,12560.0,5,3,2134.01,5,3,5,535,13,🎖️ Champions
171,12561.0,303,1,238.85,1,1,1,111,3,⚠️ At Risk
172,12562.0,8,7,3781.7400000000002,5,5,5,555,15,🎖️ Champions
173,12564.0,261,1,456.9,1,1,2,112,4,⚠️ At Risk
174,12565.0,289,1,145.92,1,1,1,111,3,⚠️ At Risk
175,12566.0,86,1,351.65,2,1,2,212,5,⚠️ At Risk
176,12567.0,23,10,9401.28,4,5,5,455,14,🎖️ Champions
177,12569.0,2,32,4124.69,5,5,5,555,15,🎖️ Champions
178,12571.0,40,2,519.61,3,2,3,323,8,🙂 Potential
179,12572.0,9,2,1020.42,5,2,4,524,11,💎 Loyal
180,12573.0,227,1,160.54000000000002,1,1,1,111,3,⚠️ At Risk
181,12574.0,316,1,218.45,1,1,1,111,3,⚠️ At Risk
182,12576.0,36,5,1315.83,3,4,4,344,11,💎 Loyal
183,12577.0,35,3,657.8,3,3,3,333,9,💎 Loyal
184,12578.0,21,2,2794.51,4,2,5,425,11,💎 Loyal
185,12579.0,78,1,440.42,2,1,2,212,5,⚠️ At Risk
186,12580.0,247,1,415.7,1,1,2,112,4,⚠️ At Risk
187,12581.0,40,1,197.71,3,1,1,311,5,⚠️ At Risk
188,12582.0,239,2,511.36,1,2,3,123,6,🙂 Potential
189,12583.0,3,15,7281.38,5,5,5,555,15,🎖️ Champions
190,12584.0,4,9,2338.15,5,5,5,555,15,🎖️ Champions
191,12585.0,234,2,2040.1,1,2,4,124,7,🙂 Potential
192,12586.0,17,1,196.94000000000003,4,1,1,411,6,🙂 Potential
193,12587.0,8,1,144.0,5,1,1,511,7,🙂 Potential
194,12588.0,39,1,214.89999999999998,3,1,1,311,5,⚠️ At Risk
195,12589.0,29,2,646.68,4,2,3,423,9,💎 Loyal
196,12590.0,211,2,9864.26,1,2,5,125,8,🙂 Potential
197,12591.0,317,1,452.84999999999997,1,1,2,112,4,⚠️ At Risk
198,12592.0,92,2,437.6,2,2,2,222,6,🙂 Potential
199,12593.0,109,3,418.09999999999997,2,3,2,232,7,🙂 Potential
200,12594.0,38,10,3338.2200000000003,3,5,5,355,13,🎖️ Champions
201,12596.0,51,2,618.27,3,2,3,323,8,🙂 Potential
202,12597.0,19,4,3811.22,4,4,5,445,13,🎖️ Champions
203,12598.0,10,8,3023.08,5,5,5,555,15,🎖️ Champions
204,12599.0,29,7,1032.58,4,5,4,454,13,🎖️ Champions
205,12600.0,29,10,2599.04,4,5,5,455,14,🎖️ Champions
206,12601.0,190,5,577.0600000000001,1,4,3,143,8,🙂 Potential
207,12602.0,59,1,153.12,3,1,1,311,5,⚠️ At Risk
208,12603.0,22,1,739.1999999999999,4,1,3,413,8,🙂 Potential
209,12604.0,79,2,254.18,2,2,2,222,6,🙂 Potential
210,12607.0,60,1,1579.51,3,1,4,314,8,🙂 Potential
211,12609.0,78,3,1126.85,2,3,4,234,9,💎 Loyal
212,12610.0,23,5,2099.54,4,4,5,445,13,🎖️ Champions
213,12611.0,52,1,1193.32,3,1,4,314,8,🙂 Potential
214,12612.0,74,1,704.0400000000001,2,1,3,213,6,🙂 Potential
215,12613.0,57,5,3344.38,3,4,5,345,12,🎖️ Champions
216,12614.0,278,1,315.6,1,1,2,112,4,⚠️ At Risk
217,12615.0,2,4,2291.19,5,4,5,545,14,🎖️ Champions
218,12616.0,95,2,713.3,2,2,3,223,7,🙂 Potential
219,12617.0,29,1,355.53,4,1,2,412,7,🙂 Potential
220,12618.0,22,1,177.31,4,1,1,411,6,🙂 Potential
221,12619.0,16,9,3641.24,4,5,5,455,14,🎖️ Champions
222,12620.0,15,3,1339.41,4,3,4,434,11,💎 Loyal
223,12621.0,2,20,13689.67,5,5,5,555,15,🎖️ Champions
224,12622.0,232,1,180.1,1,1,1,111,3,⚠️ At Risk
225,12623.0,276,1,305.1,1,1,2,112,4,⚠️ At Risk
226,12624.0,106,2,641.13,2,2,3,223,7,🙂 Potential
227,12625.0,212,2,2683.82,1,2,5,125,8,🙂 Potential
228,12626.0,23,9,6620.48,4,5,5,455,14,🎖️ Champions
229,12627.0,11,7,4478.53,5,5,5,555,15,🎖️ Champions
230,12628.0,4,3,786.46,5,3,3,533,11,💎 Loyal
231,12630.0,10,2,1270.88,5,2,4,524,11,💎 Loyal
232,12631.0,57,1,640.5,3,1,3,313,7,🙂 Potential
233,12633.0,59,4,2163.98,3,4,5,345,12,🎖️ Champions
234,12635.0,90,2,1689.18,2,2,4,224,8,🙂 Potential
235,12637.0,67,8,6021.9,3,5,5,355,13,🎖️ Champions
236,12638.0,33,1,671.69,4,1,3,413,8,🙂 Potential
237,12639.0,239,1,486.1,1,1,2,112,4,⚠️ At Risk
238,12640.0,24,3,1174.58,4,3,4,434,11,💎 Loyal
239,12641.0,115,1,185.9,2,1,1,211,4,⚠️ At Risk
240,12642.0,25,3,1013.26,4,3,4,434,11,💎 Loyal
241,12643.0,128,6,3344.64,2,5,5,255,12,🎖️ Champions
242,12644.0,130,1,477.91,2,1,2,212,5,⚠️ At Risk
243,12645.0,34,4,1775.18,3,4,4,344,11,💎 Loyal
244,12646.0,5,2,1346.97,5,2,4,524,11,💎 Loyal
245,12647.0,22,12,3722.82,4,5,5,455,14,🎖️ Champions
246,12648.0,155,1,318.05,2,1,2,212,5,⚠️ At Risk
247,12649.0,107,3,623.51,2,3,3,233,8,🙂 Potential
248,12650.0,3,1,314.44,5,1,2,512,8,🙂 Potential
249,12651.0,335,1,114.0,1,1,1,111,3,⚠️ At Risk
250,12652.0,331,1,919.98,1,1,3,113,5,⚠️ At Risk
251,12653.0,149,2,2209.85,2,2,5,225,9,💎 Loyal
252,12654.0,11,5,601.98,5,4,3,543,12,🎖️ Champions
253,12656.0,17,5,4051.17,4,4,5,445,13,🎖️ Champions
254,12657.0,11,4,1643.18,5,4,4,544,13,🎖️ Champions
255,12658.0,19,1,686.05,4,1,3,413,8,🙂 Potential
256,12659.0,30,1,91.68,4,1,1,411,6,🙂 Potential
257,12660.0,11,1,245.1,5,1,1,511,7,🙂 Potential
258,12662.0,1,11,3849.78,5,5,5,555,15,🎖️ Champions
259,12664.0,8,9,4881.88,5,5,5,555,15,🎖️ Champions
260,12665.0,325,1,63.0,1,1,1,111,3,⚠️ At Risk
261,12667.0,58,1,620.13,3,1,3,313,7,🙂 Potential
262,12668.0,12,4,3807.15,5,4,5,545,14,🎖️ Champions
263,12669.0,151,3,2744.0299999999997,2,3,5,235,10,💎 Loyal
264,12670.0,10,5,2996.05,5,4,5,545,14,🎖️ Champions
265,12672.0,330,1,225.89999999999998,1,1,1,111,3,⚠️ At Risk
266,12673.0,5,2,610.52,5,2,3,523,10,💎 Loyal
267,12674.0,39,4,1970.6,3,4,4,344,11,💎 Loyal
268,12676.0,25,6,1331.39,4,5,4,454,13,🎖️ Champions
269,12678.0,42,12,17628.46,3,5,5,355,13,🎖️ Champions
270,12679.0,59,4,1113.02,3,4,4,344,11,💎 Loyal
271,12680.0,1,4,880.81,5,4,3,543,12,🎖️ Champions
272,12681.0,15,22,13787.54,4,5,5,455,14,🎖️ Champions
273,12682.0,4,31,12288.22,5,5,5,555,15,🎖️ Champions
274,12683.0,4,15,8476.57,5,5,5,555,15,🎖️ Champions
275,12684.0,8,7,2283.63,5,5,5,555,15,🎖️ Champions
276,12685.0,28,6,2863.08,4,5,5,455,14,🎖️ Champions
277,12686.0,372,1,89.14,1,1,1,111,3,⚠️ At Risk
278,12688.0,114,1,4873.8099999999995,2,1,5,215,8,🙂 Potential
279,12689.0,26,2,1247.61,4,2,4,424,10,💎 Loyal
280,12690.0,206,1,389.01,1,1,2,112,4,⚠️ At Risk
281,12691.0,28,6,1035.8,4,5,4,454,13,🎖️ Champions
282,12693.0,127,4,855.91,2,4,3,243,9,💎 Loyal
283,12694.0,70,2,869.67,3,2,3,323,8,🙂 Potential
284,12695.0,7,4,582.1,5,4,3,543,12,🎖️ Champions
285,12697.0,29,3,957.59,4,3,4,434,11,💎 Loyal
286,12700.0,8,4,4939.99,5,4,5,545,14,🎖️ Champions
287,12701.0,80,2,797.71,2,2,3,223,7,🙂 Potential
288,12702.0,20,1,219.0,4,1,1,411,6,🙂 Potential
289,12703.0,71,1,283.55,3,1,2,312,6,🙂 Potential
290,12704.0,7,8,2340.84,5,5,5,555,15,🎖️ Champions
291,12705.0,15,9,6868.29,4,5,5,455,14,🎖️ Champions
292,12707.0,292,1,603.42,1,1,3,113,5,⚠️ At Risk
293,12708.0,30,10,2712.91,4,5,5,455,14,🎖️ Champions
294,12709.0,15,15,9736.52,4,5,5,455,14,🎖️ Champions
295,12710.0,97,3,1149.02,2,3,4,234,9,💎 Loyal
296,12712.0,29,13,4396.13,4,5,5,455,14,🎖️ Champions
297,12713.0,1,1,848.55,5,1,3,513,9,💎 Loyal
298,12714.0,9,5,4708.86,5,4,5,545,14,🎖️ Champions
299,12715.0,106,1,353.86,2,1,2,212,5,⚠️ At Risk
300,12716.0,4,2,1053.49,5,2,4,524,11,💎 Loyal
301,12717.0,151,2,1030.98,2,2,4,224,8,🙂 Potential
302,12718.0,71,1,238.25,3,1,1,311,5,⚠️ At Risk
303,12719.0,5,2,644.95,5,2,3,523,10,💎 Loyal
304,12720.0,3,25,5781.73,5,5,5,555,15,🎖️ Champions
305,12721.0,32,6,2656.13,4,5,5,455,14,🎖️ Champions
306,12722.0,85,4,997.63,2,4,4,244,10,💎 Loyal
307,12723.0,4,5,725.07,5,4,3,543,12,🎖️ Champions
308,12724.0,5,4,1031.41,5,4,4,544,13,🎖️ Champions
309,12725.0,371,1,427.8,1,1,2,112,4,⚠️ At Risk
310,12726.0,28,7,2609.1,4,5,5,455,14,🎖️ Champions
311,12727.0,11,7,3980.7,5,5,5,555,15,🎖️ Champions
312,12728.0,71,4,836.33,3,4,3,343,10,💎 Loyal
313,12729.0,114,1,453.01,2,1,2,212,5,⚠️ At Risk
314,12731.0,24,12,18895.91,4,5,5,455,14,🎖️ Champions
315,12732.0,180,1,236.26000000000002,1,1,1,111,3,⚠️ At Risk
316,12733.0,234,1,383.95,1,1,2,112,4,⚠️ At Risk
317,12734.0,353,1,110.39999999999999,1,1,1,111,3,⚠️ At Risk
318,12735.0,315,2,779.5699999999999,1,2,3,123,6,🙂 Potential
319,12736.0,333,1,234.0,1,1,1,111,3,⚠️ At Risk
320,12738.0,372,1,155.35,1,1,1,111,3,⚠️ At Risk
321,12739.0,78,2,1013.04,2,2,4,224,8,🙂 Potential
322,12740.0,64,1,427.6,3,1,2,312,6,🙂 Potential
323,12743.0,134,2,546.43,2,2,3,223,7,🙂 Potential
324,12744.0,52,7,21279.29,3,5,5,355,13,🎖️ Champions
325,12747.0,2,11,4196.01,5,5,5,555,15,🎖️ Champions
326,12748.0,1,209,33719.73,5,5,5,555,15,🎖️ Champions
327,12749.0,4,5,4090.88,5,4,5,545,14,🎖️ Champions
328,12750.0,129,1,275.88,2,1,2,212,5,⚠️ At Risk
329,12752.0,81,1,4366.78,2,1,5,215,8,🙂 Potential
330,12753.0,23,6,21429.39,4,5,5,455,14,🎖️ Champions
331,12754.0,236,3,3010.74,1,3,5,135,9,💎 Loyal
332,12755.0,281,2,3811.95,1,2,5,125,8,🙂 Potential
333,12756.0,87,1,112.07999999999998,2,1,1,211,4,⚠️ At Risk
334,12757.0,16,13,7857.1,4,5,5,455,14,🎖️ Champions
335,12758.0,117,2,2791.59,2,2,5,225,9,💎 Loyal
336,12759.0,52,3,1531.44,3,3,4,334,10,💎 Loyal
337,12762.0,8,2,1898.52,5,2,4,524,11,💎 Loyal
338,12763.0,138,2,494.08,2,2,3,223,7,🙂 Potential
339,12764.0,317,1,1693.88,1,1,4,114,6,🙂 Potential
340,12766.0,4,7,6989.63,5,5,5,555,15,🎖️ Champions
341,12769.0,239,1,1143.6,1,1,4,114,6,🙂 Potential
342,12770.0,211,1,1351.45,1,1,4,114,6,🙂 Potential
343,12772.0,60,1,892.47,3,1,3,313,7,🙂 Potential
344,12775.0,17,5,1386.04,4,4,4,444,12,🎖️ Champions
345,12778.0,20,6,822.23,4,5,3,453,12,🎖️ Champions
346,12779.0,38,8,3981.36,3,5,5,355,13,🎖️ Champions
347,12781.0,64,2,826.74,3,2,3,323,8,🙂 Potential
348,12782.0,5,5,2330.92,5,4,5,545,14,🎖️ Champions
349,12783.0,2,6,2225.91,5,5,5,555,15,🎖️ Champions
350,12784.0,9,2,574.42,5,2,3,523,10,💎 Loyal
351,12785.0,364,1,311.95,1,1,2,112,4,⚠️ At Risk
352,12787.0,10,3,463.66,5,3,2,532,10,💎 Loyal
353,12789.0,65,1,91.85,3,1,1,311,5,⚠️ At Risk
354,12790.0,192,1,324.92,1,1,2,112,4,⚠️ At Risk
355,12791.0,374,1,192.60000000000002,1,1,1,111,3,⚠️ At Risk
356,12792.0,257,1,400.53999999999996,1,1,2,112,4,⚠️ At Risk
357,12793.0,335,2,545.48,1,2,3,123,6,🙂 Potential
358,12794.0,53,2,860.41,3,2,3,323,8,🙂 Potential
359,12795.0,19,1,430.48,4,1,2,412,7,🙂 Potential
360,12797.0,366,1,254.03,1,1,2,112,4,⚠️ At Risk
361,12798.0,10,3,6977.04,5,3,5,535,13,🎖️ Champions
362,12802.0,187,1,427.58,1,1,2,112,4,⚠️ At Risk
363,12808.0,37,3,483.65000000000003,3,3,2,332,8,🙂 Potential
364,12809.0,178,1,489.31,2,1,2,212,5,⚠️ At Risk
365,12811.0,261,3,514.85,1,3,3,133,7,🙂 Potential
366,12812.0,45,1,229.64000000000001,3,1,1,311,5,⚠️ At Risk
367,12814.0,102,1,125.92,2,1,1,211,4,⚠️ At Risk
368,12815.0,148,2,1063.46,2,2,4,224,8,🙂 Potential
369,12816.0,96,2,572.2,2,2,3,223,7,🙂 Potential
370,12817.0,281,1,166.04,1,1,1,111,3,⚠️ At Risk
371,12818.0,262,1,1542.08,1,1,4,114,6,🙂 Potential
372,12820.0,3,4,942.34,5,4,4,544,13,🎖️ Champions
373,12821.0,214,1,92.72,1,1,1,111,3,⚠️ At Risk
374,12822.0,71,2,948.88,3,2,4,324,9,💎 Loyal
375,12823.0,75,5,1759.5,2,4,4,244,10,💎 Loyal
376,12824.0,60,1,397.12,3,1,2,312,6,🙂 Potential
377,12826.0,3,7,1474.72,5,5,4,554,14,🎖️ Champions
378,12827.0,6,3,430.15000000000003,5,3,2,532,10,💎 Loyal
379,12828.0,3,6,1018.71,5,5,4,554,14,🎖️ Champions
380,12829.0,337,2,293.0,1,2,2,122,5,⚠️ At Risk
381,12830.0,38,6,6814.64,3,5,5,355,13,🎖️ Champions
382,12831.0,262,1,215.05,1,1,1,111,3,⚠️ At Risk
383,12832.0,32,2,383.03,4,2,2,422,8,🙂 Potential
384,12833.0,145,1,417.38,2,1,2,212,5,⚠️ At Risk
385,12834.0,283,1,312.38,1,1,2,112,4,⚠️ At Risk
386,12836.0,59,4,2612.86,3,4,5,345,12,🎖️ Champions
387,12837.0,173,1,134.1,2,1,1,211,4,⚠️ At Risk
388,12838.0,34,2,683.13,3,2,3,323,8,🙂 Potential
389,12839.0,3,14,5591.42,5,5,5,555,15,🎖️ Champions
390,12840.0,144,4,2726.77,2,4,5,245,11,💎 Loyal
391,12841.0,5,25,4022.35,5,5,5,555,15,🎖️ Champions
392,12842.0,70,2,1118.99,3,2,4,324,9,💎 Loyal
393,12843.0,66,8,1702.26,3,5,4,354,12,🎖️ Champions
394,12844.0,29,2,325.96000000000004,4,2,2,422,8,🙂 Potential
395,12845.0,267,4,354.09,1,4,2,142,7,🙂 Potential
396,12847.0,22,1,871.54,4,1,3,413,8,🙂 Potential
397,12849.0,31,2,1050.8899999999999,4,2,4,424,10,💎 Loyal
398,12851.0,97,1,135.18,2,1,1,211,4,⚠️ At Risk
399,12852.0,295,1,311.55,1,1,2,112,4,⚠️ At Risk
